sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
MD_003,,Moda_Attribute_Set,configurable,"Moda,Moda/Lingerie/Pijamas",moda_br,Pijama Coração Rosa,,"<div class=""product-intro__attr-list-text""> </div>
<div class=""product-intro__description-table"">
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Cor: Rosa Empoeirado</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo de Desenho: Coração, Estampa em toda a parte</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Detalhes: Bolso, Cintura contrastada, Botões na frente</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo: Conjuntos de shorts</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Decote: Colarinho</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Comprimento da Manga: Manga Curta</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Número de peças: Conjunto de 2 peças</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido: Não elástico</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Material: Cetim</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido/material: 97% Poliéster, 3% Elastano</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Instruções de cuidados: Lavagem de máquina ou lavagem profissional a seco</div>
</div>
</div>",0.5,1,Taxable Goods,"Catalog, Search",54.950000,,,,pijama-corac-o,Pijama Coração,Pijama Coração,Pijama Coração,PijamaR1.png,,PijamaR1.png,,PijamaR1.png,,,,25/05/2022 12:03,25/05/2022 15:59,,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,China,FabricType=Cetim,0,0,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"PijamaR2.png,PijamaR3.png,PijamaR4.png",,,,,,,,,,,,,"sku=MD_003-P,tamanhoclo=P|sku=MD_003-M,tamanhoclo=M,|sku=MD_003-G,tamanhoclo=G,|sku=MD_003-GG,tamanhoclo=GG",tamanhoclo=Tamanho
MD_003-P,,Moda_Attribute_Set,simple,"Moda,Moda/Lingerie/Pijamas",moda_br,Pijama Coração Rosa,,"<div class=""product-intro__attr-list-text""> </div>
<div class=""product-intro__description-table"">
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Cor: Rosa Empoeirado</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo de Desenho: Coração, Estampa em toda a parte</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Detalhes: Bolso, Cintura contrastada, Botões na frente</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo: Conjuntos de shorts</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Decote: Colarinho</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Comprimento da Manga: Manga Curta</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Número de peças: Conjunto de 2 peças</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido: Não elástico</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Material: Cetim</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido/material: 97% Poliéster, 3% Elastano</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Instruções de cuidados: Lavagem de máquina ou lavagem profissional a seco</div>
</div>
</div>",0.5,1,Taxable Goods,Not Visible Individually,54.950000,,,,pijama-corac-o,Pijama Coração,Pijama Coração,Pijama Coração,,,,,,,,,25/05/2022 12:03,25/05/2022 15:59,,,Block after Info Column,,,,No,,,,,Product -- Full Width,,,China,"FabricType=Cetim,tamanhoclo=P",25,0,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
MD_003-M,,Moda_Attribute_Set,simple,"Moda,Moda/Lingerie/Pijamas",moda_br,Pijama Coração Rosa,,"<div class=""product-intro__attr-list-text""> </div>
<div class=""product-intro__description-table"">
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Cor: Rosa Empoeirado</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo de Desenho: Coração, Estampa em toda a parte</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Detalhes: Bolso, Cintura contrastada, Botões na frente</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo: Conjuntos de shorts</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Decote: Colarinho</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Comprimento da Manga: Manga Curta</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Número de peças: Conjunto de 2 peças</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido: Não elástico</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Material: Cetim</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido/material: 97% Poliéster, 3% Elastano</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Instruções de cuidados: Lavagem de máquina ou lavagem profissional a seco</div>
</div>
</div>",0.5,1,Taxable Goods,Not Visible Individually,54.950000,,,,pijama-corac-o,Pijama Coração,Pijama Coração,Pijama Coração,,,,,,,,,25/05/2022 12:03,25/05/2022 15:59,,,Block after Info Column,,,,No,,,,,Product -- Full Width,,,China,"FabricType=Cetim,tamanhoclo=M",14,0,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
MD_003-G,,Moda_Attribute_Set,simple,"Moda,Moda/Lingerie/Pijamas",moda_br,Pijama Coração Rosa,,"<div class=""product-intro__attr-list-text""> </div>
<div class=""product-intro__description-table"">
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Cor: Rosa Empoeirado</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo de Desenho: Coração, Estampa em toda a parte</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Detalhes: Bolso, Cintura contrastada, Botões na frente</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo: Conjuntos de shorts</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Decote: Colarinho</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Comprimento da Manga: Manga Curta</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Número de peças: Conjunto de 2 peças</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido: Não elástico</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Material: Cetim</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido/material: 97% Poliéster, 3% Elastano</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Instruções de cuidados: Lavagem de máquina ou lavagem profissional a seco</div>
</div>
</div>",0.5,1,Taxable Goods,Not Visible Individually,54.950000,,,,pijama-corac-o,Pijama Coração,Pijama Coração,Pijama Coração,,,,,,,,,25/05/2022 12:03,25/05/2022 15:59,,,Block after Info Column,,,,No,,,,,Product -- Full Width,,,China,"FabricType=Cetim,tamanhoclo=G",32,0,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
MD_003-GG,,Moda_Attribute_Set,simple,"Moda,Moda/Lingerie/Pijamas",moda_br,Pijama Coração Rosa,,"<div class=""product-intro__attr-list-text""> </div>
<div class=""product-intro__description-table"">
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Cor: Rosa Empoeirado</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo de Desenho: Coração, Estampa em toda a parte</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Detalhes: Bolso, Cintura contrastada, Botões na frente</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo: Conjuntos de shorts</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Decote: Colarinho</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Comprimento da Manga: Manga Curta</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Número de peças: Conjunto de 2 peças</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido: Não elástico</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Material: Cetim</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido/material: 97% Poliéster, 3% Elastano</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Instruções de cuidados: Lavagem de máquina ou lavagem profissional a seco</div>
</div>
</div>",0.5,1,Taxable Goods,Not Visible Individually,54.950000,,,,pijama-corac-o,Pijama Coração,Pijama Coração,Pijama Coração,,,,,,,,,25/05/2022 12:03,25/05/2022 15:59,,,Block after Info Column,,,,No,,,,,Product -- Full Width,,,China,"FabricType=Cetim,tamanhoclo=GG",15,0,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
MD_004,,Moda_Attribute_Set,configurable,"Moda,Moda/Lingerie/Renda",moda_br,Sutiã de Renda floral,,"<div class=""product-intro__description-table"">
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Cor: Branco</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Estilo: Romântico</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo de Desenho: Floral</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Detalhes: Corte Fora</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo de sutiã: Com fio</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido: Alongamento Alto</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Material: Laço</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido/material: 90% Poliamida, 10% Elastano</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Instruções de cuidados: Lavar à mão, não lavar a seco</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Almofada de peito: Preenchimento Não Removível</div>
</div>
</div>",0.4,1,Taxable Goods,"Catalog, Search",32.950000,,,,suti-de-renda-floral,Sutiã de Renda floral,Sutiã de Renda floral,Sutiã de Renda floral ,LingB1.png,,LingB1.png,,LingB1.png,,,,25/05/2022 12:03,25/05/2022 15:59,,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,China,"FabricType=90% Poliamida, 10% Elastano",0,0,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"LingB2.png,LingB3.png",,,,,,,,,,,,,"sku=MD_004-P,tamanhoclo=P|sku=MD_004-M,tamanhoclo=M,|sku=MD_004-G,tamanhoclo=G,|sku=MD_004-GG,tamanhoclo=GG",tamanhoclo=Tamanho
MD_004-P,,Moda_Attribute_Set,simple,"Moda,Moda/Lingerie/Renda",moda_br,Sutiã de Renda floral,,"<div class=""product-intro__description-table"">
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Cor: Branco</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Estilo: Romântico</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo de Desenho: Floral</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Detalhes: Corte Fora</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo de sutiã: Com fio</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido: Alongamento Alto</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Material: Laço</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido/material: 90% Poliamida, 10% Elastano</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Instruções de cuidados: Lavar à mão, não lavar a seco</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Almofada de peito: Preenchimento Não Removível</div>
</div>
</div>",0.4,1,Taxable Goods,Not Visible Individually,32.950000,,,,suti-de-renda-floral,Sutiã de Renda floral,Sutiã de Renda floral,Sutiã de Renda floral ,,,,,,,,,25/05/2022 12:03,25/05/2022 15:59,,,Block after Info Column,,,,No,,,,,Product -- Full Width,,,China,"FabricType=90% Poliamida, 10% Elastano,tamanhoclo=P",10,0,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
MD_004-M,,Moda_Attribute_Set,simple,"Moda,Moda/Lingerie/Renda",moda_br,Sutiã de Renda floral,,"<div class=""product-intro__description-table"">
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Cor: Branco</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Estilo: Romântico</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo de Desenho: Floral</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Detalhes: Corte Fora</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo de sutiã: Com fio</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido: Alongamento Alto</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Material: Laço</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido/material: 90% Poliamida, 10% Elastano</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Instruções de cuidados: Lavar à mão, não lavar a seco</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Almofada de peito: Preenchimento Não Removível</div>
</div>
</div>",0.4,1,Taxable Goods,Not Visible Individually,32.950000,,,,suti-de-renda-floral,Sutiã de Renda floral,Sutiã de Renda floral,Sutiã de Renda floral ,,,,,,,,,25/05/2022 12:03,25/05/2022 15:59,,,Block after Info Column,,,,No,,,,,Product -- Full Width,,,China,"FabricType=90% Poliamida, 10% Elastano,tamanhoclo=M",15,0,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
MD_004-G,,Moda_Attribute_Set,simple,"Moda,Moda/Lingerie/Renda",moda_br,Sutiã de Renda floral,,"<div class=""product-intro__description-table"">
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Cor: Branco</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Estilo: Romântico</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo de Desenho: Floral</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Detalhes: Corte Fora</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo de sutiã: Com fio</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido: Alongamento Alto</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Material: Laço</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido/material: 90% Poliamida, 10% Elastano</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Instruções de cuidados: Lavar à mão, não lavar a seco</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Almofada de peito: Preenchimento Não Removível</div>
</div>
</div>",0.4,1,Taxable Goods,Not Visible Individually,32.950000,,,,suti-de-renda-floral,Sutiã de Renda floral,Sutiã de Renda floral,Sutiã de Renda floral ,,,,,,,,,25/05/2022 12:03,25/05/2022 15:59,,,Block after Info Column,,,,No,,,,,Product -- Full Width,,,China,"FabricType=90% Poliamida, 10% Elastano,tamanhoclo=G",25,0,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
MD_004-GG,,Moda_Attribute_Set,simple,"Moda,Moda/Lingerie/Renda",moda_br,Sutiã de Renda floral,,"<div class=""product-intro__description-table"">
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Cor: Branco</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Estilo: Romântico</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo de Desenho: Floral</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Detalhes: Corte Fora</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo de sutiã: Com fio</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido: Alongamento Alto</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Material: Laço</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido/material: 90% Poliamida, 10% Elastano</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Instruções de cuidados: Lavar à mão, não lavar a seco</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Almofada de peito: Preenchimento Não Removível</div>
</div>
</div>",0.4,1,Taxable Goods,Not Visible Individually,32.950000,,,,suti-de-renda-floral,Sutiã de Renda floral,Sutiã de Renda floral,Sutiã de Renda floral ,,,,,,,,,25/05/2022 12:03,25/05/2022 15:59,,,Block after Info Column,,,,No,,,,,Product -- Full Width,,,China,"FabricType=90% Poliamida, 10% Elastano,tamanhoclo=GG",31,0,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
MD_005,,Moda_Attribute_Set,configurable,"Moda,Moda/Roupas,Moda/Roupas/Verão",moda_br,Zíper Nó na gola Guingão Boho Macacão,,"<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Cor: Azul e branco</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Estilo: Boho</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo de Desenho: Guingão</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Detalhes: Zíper, Nó na gola</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Decote: Sem Alças</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Comprimento da Manga: Sem Mangas</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Linha de Cintura: Cintura Alta</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Comprimento: Curto</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo de Ajuste: Ajuste Regular</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido: Não elástico</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Material: Poliéster</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido/material: 52% Poliéster, 22% Algodão, 22% Seda Artificial, 4% Elastano</div>
</div>",0.9,1,Taxable Goods,"Catalog, Search",69.990000,,,,ziper-no-na-gola-guing-o-boho-macac-o,Zíper Nó na gola Guingão Boho Macacão,Zíper Nó na gola Guingão Boho Macacão,Zíper Nó na gola Guingão Boho Macacão,MacA1.png,,MacA1.png,,MacA1.png,,,,25/05/2022 12:03,25/05/2022 15:59,,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,China,"FabricType=52% Poliéster, 22% Algodão, 22% Seda Artificial, 4% Elastano",0,0,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"MacA2.png,MacA3.png,MacA4.png",,,,,,,,,,,,,"sku=MD_005-P,tamanhoclo=P|sku=MD_005-M,tamanhoclo=M,|sku=MD_005-G,tamanhoclo=G,|sku=MD_005-GG,tamanhoclo=GG",tamanhoclo=Tamanho
MD_005-P,,Moda_Attribute_Set,simple,"Moda,Moda/Roupas,Moda/Roupas/Verão",moda_br,Zíper Nó na gola Guingão Boho Macacão,,"<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Cor: Azul e branco</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Estilo: Boho</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo de Desenho: Guingão</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Detalhes: Zíper, Nó na gola</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Decote: Sem Alças</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Comprimento da Manga: Sem Mangas</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Linha de Cintura: Cintura Alta</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Comprimento: Curto</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tipo de Ajuste: Ajuste Regular</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido: Não elástico</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Material: Poliéster</div>
</div>
<div class=""product-intro__description-table-item"" tabindex=""0"" role=""text"">
<div class=""key"">Tecido/material: 52% Poliéster, 22% Algodão, 22% Seda Artificial, 4% Elastano</div>
</div>",0.9,1,Taxable Goods,Not Visible Individually,69.990000,,,,ziper-no-na-gola-guing-o-boho-macac-o,Zíper Nó na gola Guingão Boho Macacão,Zíper Nó na gola Guingão Boho Macacão,Zíper Nó na gola Guingão Boho Macacão,,,,,,,,,25/05/2022 12:03,25/05/2022 15:59,,,Block after Info Column,,,,No,,,,,Product -- Full Width,,,China,"FabricType=52% Poliéster, 22% Algodão, 22% Seda Artificial, 4% Elastano,tamanhoclo=P",10,0,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
